word,translation,language,category,subcategory,part_of_speech,difficulty_level,curriculum_level,example_sentence,example_translation,phonetic,gender,irregular_forms,synonyms,antonyms,tags,article,base_word,,
baloncesto,basketball,es,free_time_leisure,sports,noun,beginner,KS3,El baloncesto es divertido.,Basketball is fun.,/balonˈθesto/,m,,,,sport,el,baloncesto,,
natación,swimming,es,free_time_leisure,sports,noun,beginner,KS3,La natación es buena para la salud.,Swimming is good for your health.,/nataˈθjon/,f,,,,sport,la,natación,,
tenis,tennis,es,free_time_leisure,sports,noun,beginner,KS3,El tenis es un deporte popular.,Tennis is a popular sport.,/ˈtenis/,m,,,,sport,el,tenis,,
correr,to run,es,free_time_leisure,sports,verb,beginner,KS3,Me gusta correr en el parque.,I like to run in the park.,/koˈreɾ/,,,,sport,,correr,,,
ciclismo,cycling,es,free_time_leisure,sports,noun,beginner,KS3,El ciclismo es emocionante.,Cycling is exciting.,/θiˈklizmo/,m,,,,sport,el,ciclismo,,
balonmano,handball,es,free_time_leisure,sports,noun,beginner,KS3,El balonmano es rápido.,Handball is fast.,/balonˈmano/,m,,,,sport,el,balonmano,,
esquí,skiing,es,free_time_leisure,sports,noun,beginner,KS3,Me gusta esquiar en invierno.,I like to ski in winter.,/esˈki/,m,,,,sport,el,esquí,,
boxeo,boxing,es,free_time_leisure,sports,noun,beginner,KS3,El boxeo es un deporte duro.,Boxing is a tough sport.,/bokˈseo/,m,,,,sport,el,boxeo,,
yoga,yoga,es,free_time_leisure,sports,noun,beginner,KS3,Practico yoga para relajarme.,I do yoga to relax.,/ˈʝoɣa/,m,,,,sport,el,yoga,,
salir con amigos,to go out with friends,es,free_time_leisure,social_activities,verb,beginner,KS3,Me gusta salir con amigos los fines de semana.,I like to go out with friends on weekends.,/saˈliɾ kon aˈmiɣos/,,,,social,,salir con amigos,,,
ir al cine,to go to the cinema,es,free_time_leisure,social_activities,verb,beginner,KS3,Ir al cine es divertido.,Going to the cinema is fun.,/iɾ al ˈθine/,,,,social,,ir al cine,,,
ir de compras,to go shopping,es,free_time_leisure,social_activities,verb,beginner,KS3,Me encanta ir de compras.,I love to go shopping.,/iɾ de ˈkompɾas/,,,,social,,ir de compras,,,
visitar a la familia,to visit family,es,free_time_leisure,social_activities,verb,beginner,KS3,Visito a mi familia los domingos.,I visit my family on Sundays.,/bisiˈtaɾ a la faˈmilja/,,,,social,,visitar a la familia,,,
hablar por teléfono,to talk on the phone,es,free_time_leisure,social_activities,verb,beginner,KS3,Hablo por teléfono con mis amigos.,I talk on the phone with my friends.,/aˈβlaɾ poɾ teˈlefono/,,,,social,,hablar por teléfono,,,
enviar mensajes,to send messages,es,free_time_leisure,social_activities,verb,beginner,KS3,Envío mensajes a mis amigos.,I send messages to my friends.,/enˈbjaɾ menˈsaxes/,,,,social,,enviar mensajes,,,
ir a una fiesta,to go to a party,es,free_time_leisure,social_activities,verb,beginner,KS3,Me gusta ir a fiestas.,I like to go to parties.,/iɾ a una ˈfjesta/,,,,social,,ir a una fiesta,,,
escuchar música en vivo,to listen to live music,es,free_time_leisure,social_activities,verb,beginner,KS3,Escucho música en vivo en conciertos.,I listen to live music at concerts.,/eskuˈtʃaɾ ˈmusika en ˈbiβo/,,,,social,,escuchar música en vivo,,,
ir al restaurante,to go to a restaurant,es,free_time_leisure,social_activities,verb,beginner,KS3,Ir al restaurante con amigos es divertido.,Going to a restaurant with friends is fun.,/iɾ al restaʊˈɾante/,,,,social,,ir al restaurante,,,
pasear,to go for a walk,es,free_time_leisure,social_activities,verb,beginner,KS3,Me gusta pasear por el parque.,I like to go for a walk in the park.,/paseˈaɾ/,,,,social,,pasear,,,
casa,house,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,La casa es grande.,The house is big.,/ˈkasa/,f,,,,home,la,casa,,
piso,flat/apartment,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,Vivo en un piso.,I live in a flat.,/ˈpiso/,m,,,,home,el,piso,,
habitación,room,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,Mi habitación es pequeña.,My room is small.,/aβitaˈθjon/,f,,,,home,la,habitación,,
dormitorio,bedroom,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,El dormitorio está arriba.,The bedroom is upstairs.,/doɾmiˈtoɾjo/,m,,,,home,el,dormitorio,,
cocina,kitchen,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,La cocina es moderna.,The kitchen is modern.,/koˈθina/,f,,,,home,la,cocina,,
baño,bathroom,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,El baño está limpio.,The bathroom is clean.,/ˈbaɲo/,m,,,,home,el,baño,,
salón,living room,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,El salón es cómodo.,The living room is comfortable.,/saˈlon/,m,,,,home,el,salón,,
comedor,dining room,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,El comedor es grande.,The dining room is big.,/komeˈðoɾ/,m,,,,home,el,comedor,,
jardín,garden,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,El jardín tiene flores.,The garden has flowers.,/xaɾˈðin/,m,,,,home,el,jardín,,
garaje,garage,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,El garaje está al lado de la casa.,The garage is next to the house.,/ɡaˈraxe/,m,,,,home,el,garaje,,
cama,bed,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,La cama es cómoda.,The bed is comfortable.,/ˈkama/,f,,,,furniture,la,cama,,
mesa,table,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,La mesa es redonda.,The table is round.,/ˈmesa/,f,,,,furniture,la,mesa,,
silla,chair,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,La silla es de madera.,The chair is made of wood.,/ˈsiʎa/,f,,,,furniture,la,silla,,
sofá,sofa,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,El sofá es azul.,The sofa is blue.,/soˈfa/,m,,,,furniture,el,sofá,,
armario,wardrobe,es,home_local_area,house_rooms_furniture,noun,beginner,KS3,El armario está en el dormitorio.,The wardrobe is in the bedroom.,/aɾˈmaɾjo/,m,,,,furniture,el,armario,,
lámpara,lamp,es,home_local_area,household_items_chores,noun,beginner,KS3,La lámpara está encendida.,The lamp is on.,/ˈlampaɾa/,f,,,,item,la,lámpara,,
ventana,window,es,home_local_area,household_items_chores,noun,beginner,KS3,La ventana está abierta.,The window is open.,/benˈtana/,f,,,,item,la,ventana,,
puerta,door,es,home_local_area,household_items_chores,noun,beginner,KS3,La puerta está cerrada.,The door is closed.,/ˈpwerta/,f,,,,item,la,puerta,,
televisión,TV,es,home_local_area,household_items_chores,noun,beginner,KS3,La televisión está en el salón.,The TV is in the living room.,/teleβiˈsjon/,f,,,,item,la,televisión,,
alfombra,carpet/rug,es,home_local_area,household_items_chores,noun,beginner,KS3,La alfombra es nueva.,The carpet is new.,/alˈfombra/,f,,,,item,la,alfombra,,
lavadora,washing machine,es,home_local_area,household_items_chores,noun,beginner,KS3,La lavadora está rota.,The washing machine is broken.,/laβaˈðoɾa/,f,,,,item,la,lavadora,,
nevera,fridge,es,home_local_area,household_items_chores,noun,beginner,KS3,La nevera está llena.,The fridge is full.,/neˈβeɾa/,f,,,,item,la,nevera,,
horno,oven,es,home_local_area,household_items_chores,noun,beginner,KS3,El horno está caliente.,The oven is hot.,/ˈoɾno/,m,,,,item,el,horno,,
limpiar,to clean,es,home_local_area,household_items_chores,verb,beginner,KS3,Me gusta limpiar la casa.,I like to clean the house.,/limˈpjaɾ/,,,,chore,,limpiar,,,
cocinar,to cook,es,home_local_area,household_items_chores,verb,beginner,KS3,Me encanta cocinar.,I love to cook.,/kosiˈnaɾ/,,,,chore,,cocinar,,,
fregar los platos,to wash the dishes,es,home_local_area,household_items_chores,verb,beginner,KS3,Después de cenar, friego los platos.,After dinner, I wash the dishes.,/fɾeˈɣaɾ los ˈplatos/,,,,chore,,fregar los platos,
hacer la cama,to make the bed,es,home_local_area,household_items_chores,verb,beginner,KS3,Siempre hago la cama por la mañana.,I always make the bed in the morning.,/aˈθeɾ la ˈkama/,,,,chore,,hacer la cama,,,
sacar la basura,to take out the rubbish,es,home_local_area,household_items_chores,verb,beginner,KS3,Saco la basura todos los días.,I take out the rubbish every day.,/saˈkaɾ la βaˈsuɾa/,,,,chore,,sacar la basura,,,
pasar la aspiradora,to vacuum,es,home_local_area,household_items_chores,verb,beginner,KS3,Pasamos la aspiradora los sábados.,We vacuum on Saturdays.,/paˈsaɾ la aspiɾaˈðoɾa/,,,,chore,,pasar la aspiradora,,,
casa,house,es,home_local_area,types_of_housing,noun,beginner,KS3,Mi casa es bonita.,My house is beautiful.,/ˈkasa/,f,,,,housing,la,casa,,
piso,flat/apartment,es,home_local_area,types_of_housing,noun,beginner,KS3,Vivo en un piso moderno.,I live in a modern flat.,/ˈpiso/,m,,,,housing,el,piso,,
apartamento,apartment,es,home_local_area,types_of_housing,noun,beginner,KS3,El apartamento es pequeño.,The apartment is small.,/apaɾtaˈmento/,m,,,,housing,el,apartamento,,
chalet,detached house/villa,es,home_local_area,types_of_housing,noun,beginner,KS3,El chalet tiene piscina.,The villa has a pool.,/ʃaˈlet/,m,,,,housing,el,chalet,,
granja,farmhouse,es,home_local_area,types_of_housing,noun,beginner,KS3,La granja está en el campo.,The farmhouse is in the countryside.,/ˈɡɾanxa/,f,,,,housing,la,granja,,
casa adosada,terraced house,es,home_local_area,types_of_housing,noun,beginner,KS3,Viven en una casa adosada.,They live in a terraced house.,/ˈkasa aðoˈsaða/,f,,,,housing,la,casa adosada,,
casa de campo,country house,es,home_local_area,types_of_housing,noun,beginner,KS3,La casa de campo es tranquila.,The country house is peaceful.,/ˈkasa ðe ˈkampo/,f,,,,housing,la,casa de campo,,
estudio,studio flat,es,home_local_area,types_of_housing,noun,beginner,KS3,El estudio es pequeño.,The studio flat is small.,/esˈtuðjo/,m,,,,housing,el,estudio,,
ciudad,city,es,home_local_area,local_area_places_town,noun,beginner,KS3,Madrid es una ciudad grande.,Madrid is a big city.,/θjuˈðað/,f,,,,place,la,ciudad,,
pueblo,town,es,home_local_area,local_area_places_town,noun,beginner,KS3,Vivo en un pueblo.,I live in a town.,/ˈpweβlo/,m,,,,place,el,pueblo,,
barrio,neighbourhood,es,home_local_area,local_area_places_town,noun,beginner,KS3,Mi barrio es tranquilo.,My neighbourhood is quiet.,/ˈbarjo/,m,,,,place,el,barrio,,
parque,park,es,home_local_area,local_area_places_town,noun,beginner,KS3,Jugamos en el parque.,We play in the park.,/ˈpaɾke/,m,,,,place,el,parque,,
biblioteca,library,es,home_local_area,local_area_places_town,noun,beginner,KS3,Estudio en la biblioteca.,I study in the library.,/biβlioˈteka/,f,,,,place,la,biblioteca,,
museo,museum,es,home_local_area,local_area_places_town,noun,beginner,KS3,El museo es interesante.,The museum is interesting.,/muˈseo/,m,,,,place,el,museo,,
cine,cinema,es,home_local_area,local_area_places_town,noun,beginner,KS3,El cine está cerca.,The cinema is nearby.,/ˈθine/,m,,,,place,el,cine,,
restaurante,restaurant,es,home_local_area,local_area_places_town,noun,beginner,KS3,Comemos en el restaurante.,We eat at the restaurant.,/restauˈɾante/,m,,,,place,el,restaurante,,
iglesia,church,es,home_local_area,local_area_places_town,noun,beginner,KS3,La iglesia está en el centro.,The church is in the centre.,/iˈɣlesja/,f,,,,place,la,iglesia,,
estación,station,es,home_local_area,local_area_places_town,noun,beginner,KS3,La estación está lejos.,The station is far.,/esˈtaθjon/,f,,,,place,la,estación,,
supermercado,supermarket,es,home_local_area,shops_services,noun,beginner,KS3,El supermercado está abierto.,The supermarket is open.,/supɛɾmeɾˈkaðo/,m,,,,shop,el,supermercado,,
tienda,shop,es,home_local_area,shops_services,noun,beginner,KS3,La tienda vende ropa.,The shop sells clothes.,/ˈtjenda/,f,,,,shop,la,tienda,,
panadería,bakery,es,home_local_area,shops_services,noun,beginner,KS3,Compro pan en la panadería.,I buy bread at the bakery.,/panaðeˈɾia/,f,,,,shop,la,panadería,,
carnicería,butcher,es,home_local_area,shops_services,noun,beginner,KS3,La carnicería está en la esquina.,The butcher is on the corner.,/kaɾniθeˈɾia/,f,,,,shop,la,carnicería,,
farmacia,pharmacy,es,home_local_area,shops_services,noun,beginner,KS3,La farmacia está cerrada.,The pharmacy is closed.,/faɾˈmaθja/,f,,,,shop,la,farmacia,,
banco,bank,es,home_local_area,shops_services,noun,beginner,KS3,El banco está en la plaza.,The bank is in the square.,/ˈbaŋko/,m,,,,service,el,banco,,
correos,post office,es,home_local_area,shops_services,noun,beginner,KS3,Envía la carta en correos.,Send the letter at the post office.,/koˈreos/,m,,,,service,el,correos,,
peluquería,hairdresser,es,home_local_area,shops_services,noun,beginner,KS3,La peluquería está abierta.,The hairdresser is open.,/pelukeˈɾia/,f,,,,service,la,peluquería,,
mercado,market,es,home_local_area,shops_services,noun,beginner,KS3,El mercado es muy grande.,The market is very big.,/meɾˈkaðo/,m,,,,shop,el,mercado,,
a la derecha,to the right,es,home_local_area,directions_prepositions,phrase,beginner,KS3,Gira a la derecha.,Turn to the right.,/a la deˈɾetʃa/,,,,direction,,a la derecha,,,
a la izquierda,to the left,es,home_local_area,directions_prepositions,phrase,beginner,KS3,Gira a la izquierda.,Turn to the left.,/a la iθˈkjeɾða/,,,,direction,,a la izquierda,,,
todo recto,straight ahead,es,home_local_area,directions_prepositions,phrase,beginner,KS3,Sigue todo recto.,Go straight ahead.,/ˈtodo ˈrekto/,,,,direction,,todo recto,,,
cerca de,near,es,home_local_area,directions_prepositions,phrase,beginner,KS3,La tienda está cerca de la plaza.,The shop is near the square.,/ˈθeɾka ðe/,,,,direction,,cerca de,,,
lejos de,far from,es,home_local_area,directions_prepositions,phrase,beginner,KS3,El parque está lejos de mi casa.,The park is far from my house.,/ˈlexos ðe/,,,,direction,,lejos de,,,
delante de,in front of,es,home_local_area,directions_prepositions,phrase,beginner,KS3,El coche está delante de la casa.,The car is in front of the house.,/deˈlante ðe/,,,,direction,,delante de,,,
detrás de,behind,es,home_local_area,directions_prepositions,phrase,beginner,KS3,El jardín está detrás de la casa.,The garden is behind the house.,/deˈtɾas ðe/,,,,direction,,detrás de,,,
encima de,on top of,es,home_local_area,directions_prepositions,phrase,beginner,KS3,El libro está encima de la mesa.,The book is on top of the table.,/enˈθima ðe/,,,,direction,,encima de,,,
debajo de,under,es,home_local_area,directions_prepositions,phrase,beginner,KS3,El gato está debajo de la cama.,The cat is under the bed.,/deˈβaxo ðe/,,,,direction,,debajo de,,,
entre,between,es,home_local_area,directions_prepositions,phrase,beginner,KS3,La lámpara está entre la cama y la mesa.,The lamp is between the bed and the table.,/ˈentre/,,,,direction,,entre,,,
enfrente de,opposite,es,home_local_area,directions_prepositions,phrase,beginner,KS3,La estación está enfrente de la iglesia.,The station is opposite the church.,/enˈfɾente ðe/,,,,direction,,enfrente de,,,
al lado de,next to,es,home_local_area,directions_prepositions,phrase,beginner,KS3,El coche está al lado del garaje.,The car is next to the garage.,/al ˈlaðo ðe/,,,,direction,,al lado de,,,
en,in,es,home_local_area,directions_prepositions,preposition,beginner,KS3,El libro está en la mesa.,The book is on the table.,/en/,,,,direction,,en,,,
sobre,on,es,home_local_area,directions_prepositions,preposition,beginner,   KS3,El libro está sobre la mesa.,The book is on the table.,/soˈbre/,,,,direction,,sobre,,,
desayuno,breakfast,es,food_drink,meals,noun,beginner,KS3,Desayuno a las ocho.,I have breakfast at eight.,/desaˈʝuno/,m,,,,meal,el,desayuno,,
almuerzo,lunch,es,food_drink,meals,noun,beginner,KS3,El almuerzo es a mediodía.,Lunch is at noon.,/alˈmweɾθo/,m,,,,meal,el,almuerzo,,
merienda,snack/afternoon tea,es,food_drink,meals,noun,beginner,KS3,Tomamos la merienda a las cinco.,We have a snack at five.,/meˈɾjenda/,f,,,,meal,la,merienda,,
cena,dinner,es,food_drink,meals,noun,beginner,KS3,La cena es a las nueve.,Dinner is at nine.,/ˈθena/,f,,,,meal,la,cena,,
aperitivo,appetizer,es,food_drink,meals,noun,beginner,KS3,Tomamos un aperitivo antes de cenar.,We have an appetizer before dinner.,/apeɾiˈtiβo/,m,,,,meal,el,aperitivo,,
pan,bread,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Compro pan en la panadería.,I buy bread at the bakery.,/pan/,m,,,,food,el,pan,,
leche,milk,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Bebo leche por la mañana.,I drink milk in the morning.,/ˈletʃe/,f,,,,food,la,leche,,
agua,water,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Bebo agua todos los días.,I drink water every day.,/ˈaɣwa/,f,,,,food,el,agua,,
carne,meat,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,No como carne.,I don't eat meat.,/ˈkaɾne/,f,,,,food,la,carne,,
pescado,fish,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,El pescado es saludable.,Fish is healthy.,/pesˈkaðo/,m,,,,food,el,pescado,,
fruta,fruit,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Me gusta la fruta.,I like fruit.,/ˈfɾuta/,f,,,,food,la,fruta,,
verdura,vegetable,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Las verduras son frescas.,The vegetables are fresh.,/beɾˈðuɾa/,f pl,,,,food,las,verdura,,
arroz,rice,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,El arroz es blanco.,Rice is white.,/aˈroθ/,m,,,,food,el,arroz,,
queso,cheese,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Me encanta el queso.,I love cheese.,/ˈkeso/,m,,,,food,el,queso,,
huevo,egg,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Como un huevo para el desayuno.,I eat an egg for breakfast.,/ˈweβo/,m,,,,food,el,huevo,,
café,coffee,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Bebo café por la mañana.,I drink coffee in the morning.,/kaˈfe/,m,,,,drink,el,café,,
té,tea,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Prefiero el té al café.,I prefer tea to coffee.,/te/,m,,,,drink,el,té,,
zumo,juice,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,Bebo zumo de naranja.,I drink orange juice.,/ˈθumo/,m,,,,drink,el,zumo,,
azúcar,sugar,es,food_drink,food_drink_vocabulary,noun,beginner,KS3,El azúcar está en la mesa.,The sugar is on the table.,/aˈθukaɾ/,m,,,,food,el,azúcar,,
Quisiera…,I would like…,es,food_drink,ordering_cafes_restaurants,phrase,beginner,KS3,Quisiera un café, por favor.,I would like a coffee, please.,/kiˈsjera/,,,,ordering,,Quisiera…,
¿Me puede traer…?,Can you bring me…?,es,food_drink,ordering_cafes_restaurants,phrase,beginner,KS3,¿Me puede traer agua?,Can you bring me water?,/me ˈpweðe tɾaˈeɾ/,,,,ordering,,¿Me puede traer…?,,,
¿Qué recomienda?,What do you recommend?,es,food_drink,ordering_cafes_restaurants,phrase,beginner,KS3,¿Qué recomienda usted?,What do you recommend?,/ke rekomjenˈda/,,,,ordering,,¿Qué recomienda?,,,
¿Tiene opciones vegetarianas?,Do you have vegetarian options?,es,food_drink,ordering_cafes_restaurants,phrase,beginner,KS3,¿Tiene opciones vegetarianas?,Do you have vegetarian options?,/ˈtjene opˈθjones βegetaˈɾjanas/,,,,ordering,,¿Tiene opciones vegetarianas?,,,
¿Está incluido el servicio?,Is the service included?,es,food_drink,ordering_cafes_restaurants,phrase,beginner,KS3,¿Está incluido el servicio?,Is the service included?,/esˈta inkluˈiðo el seɾˈβiθjo/,,,,ordering,,¿Está incluido el servicio?,,,
¿Hay postres?,Are there desserts?,es,food_drink,ordering_cafes_restaurants,phrase,beginner,KS3,¿Hay postres?,Are there desserts?,/aj ˈpostɾes/,,,,ordering,,¿Hay postres?,,,
supermercado,supermarket,es,food_drink,shopping_for_food,noun,beginner,KS3,Compro comida en el supermercado.,I buy food at the supermarket.,/supɛɾmeɾˈkaðo/,m,,,,shopping,el,supermercado,,
tienda,shop,es,food_drink,shopping_for_food,noun,beginner,KS3,La tienda está cerca de mi casa.,The shop is near my house.,/ˈtjenda/,f,,,,shopping,la,tienda,,
mercado,market,es,food_drink,shopping_for_food,noun,beginner,KS3,El mercado abre los sábados.,The market opens on Saturdays.,/meɾˈkaðo/,m,,,,shopping,el,mercado,,
precio,price,es,food_drink,shopping_for_food,noun,beginner,KS3,¿Cuál es el precio?,What is the price?,/ˈpɾeθjo/,m,,,,shopping,el,precio,,
oferta,offer/sale,es,food_drink,shopping_for_food,noun,beginner,KS3,Hay una oferta especial hoy.,There is a special offer today.,/oˈfeɾta/,f,,,,shopping,la,oferta,,
kilo,kilo,es,food_drink,shopping_for_food,noun,beginner,KS3,Quiero un kilo de manzanas.,I want a kilo of apples.,/ˈkilo/,m,,,,shopping,el,kilo,,
medio kilo,half kilo,es,food_drink,shopping_for_food,noun,beginner,KS3,Medio kilo de queso, por favor.,Half a kilo of cheese, please.,/ˈmeðjo ˈkilo/,m,,,,shopping,el,medio kilo
¿Cuánto cuesta?,How much does it cost?,es,food_drink,shopping_for_food,phrase,beginner,KS3,¿Cuánto cuesta esto?,How much does this cost?,/ˈkwanto ˈkwesta/,,,,shopping,,¿Cuánto cuesta?,,,
necesito…,I need…,es,food_drink,shopping_for_food,phrase,beginner,KS3,Necesito pan y leche.,I need bread and milk.,/neθeˈsito/,,,,shopping,,necesito…,,,
¿Tiene…?,Do you have…?,es,food_drink,shopping_for_food,phrase,beginner,KS3,¿Tiene pan integral?,Do you have wholemeal bread?,/ˈtjene/,,,,shopping,,¿Tiene…?,,,
comprar,to buy,es,food_drink,shopping_for_food,verb,beginner,KS3,Voy a comprar frutas y verduras.,I am going to buy fruits and vegetables.,/komˈpɾaɾ/,,,,shopping,,comprar,,,
vender,to sell,es,food_drink,shopping_for_food,verb,beginner,KS3,La tienda vende pan fresco.,The shop sells fresh bread.,/benˈdeɾ/,,,,shopping,,vender,,,
pagar,to pay,es,food_drink,shopping_for_food,verb,beginner,KS3,Voy a pagar con tarjeta.,I am going to pay with a card.,/paˈɣaɾ/,,,,shopping,,pagar,,,
recoger,to pick up,es,food_drink,shopping_for_food,verb,beginner,KS3,Voy a recoger mi pedido.,I am going to pick up my order.,/rekoˈxeɾ/,,,,shopping,,recoger,,,
llevar,to take,es,food_drink,shopping_for_food,verb,beginner                ,KS3,Voy a llevar la compra a casa.,I am going to take the shopping home.,/ʝeˈβaɾ/,,,,shopping,,llevar,,,
camiseta,t-shirt,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Llevo una camiseta blanca.,I wear a white t-shirt.,/kamiˈseta/,f,,,,clothes,la,camiseta,,
camisa,shirt,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Me pongo una camisa azul.,I put on a blue shirt.,/kaˈmisa/,f,,,,clothes,la,camisa,,
pantalones,trousers,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Llevo pantalones negros.,I wear black trousers.,/pantaˈlones/,m pl,,,,clothes,los,pantalones,,
falda,skirt,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,La falda es corta.,The skirt is short.,/ˈfalda/,f,,,,clothes,la,falda,,
vestido,dress,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,El vestido es elegante.,The dress is elegant.,/besˈtiðo/,m,,,,clothes,el,vestido,,
chaqueta,jacket,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Me pongo una chaqueta cuando hace frío.,I put on a jacket when it's cold.,/tʃaˈketa/,f,,,,clothes,la,chaqueta,,
abrigo,coat,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,El abrigo es muy cálido.,The coat is very warm.,/aˈβɾiɣo/,m,,,,clothes,el,abrigo,,
zapatos,shoes,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Mis zapatos son nuevos.,My shoes are new.,/θaˈpatos/,m pl,,,,clothes,los,zapatos,,
calcetines,socks,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Me pongo calcetines limpios.,I put on clean socks.,/kalθeˈtines/,m pl,,,,clothes,los,calcetines,,
cinturón,belt,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,El cinturón es de cuero.,The belt is made of leather.,/θintuˈɾon/,m,,,,clothes,el,cinturón,,
sombrero,hat,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,El sombrero me protege del sol.,The hat protects me from the sun.,/somˈbɾeɾo/,m,,,,clothes,el,sombrero,,
bufanda,scarf,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Llevo bufanda en invierno.,I wear a scarf in winter.,/buˈfanda/,f,,,,clothes,la,bufanda,,
guantes,gloves,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Me pongo guantes cuando hace frío.,I put on gloves when it's cold.,/ˈɡwantes/,m pl,,,,clothes,los,guantes,,
bolso,bag,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Llevo mi bolso al trabajo.,I take my bag to work.,/ˈbolso/,m,,,,clothes,el,bolso,,
gafas,glasses,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,Las gafas son nuevas.,The glasses are new.,/ˈɡafas/,f pl,,,,clothes,las,gafas,,
¿Cuánto cuesta?,How much does it cost?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Cuánto cuesta esta camisa?,How much does this shirt cost?,/ˈkwanto ˈkwesta/,,,,shopping,,¿Cuánto cuesta?,,,
¿Tiene esto en otra talla?,Do you have this in another size?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Tiene esto en otra talla?,Do you have this in another size?,/ˈtjene ˈesto en ˈotra ˈtaʎa/,,,,shopping,,¿Tiene esto en otra talla?,,,
¿Puedo probármelo?,Can I try it on?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Puedo probármelo?,Can I try it on?,/ˈpweðo pɾoˈβaɾmelo/,,,,shopping,,¿Puedo probármelo?,,,
¿Aceptan tarjetas?,Do you accept cards?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Aceptan tarjetas?,Do you accept cards?,/aˈθeptan taɾˈxetas/,,,,shopping,,¿Aceptan tarjetas?,,,
Está muy caro.,It’s very expensive.,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,Está muy caro.,It’s very expensive.,/esˈta muj ˈkaɾo/,,,,shopping,,Está muy caro.,,,
¿Hay descuento?,Is there a discount?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Hay descuento?,Is there a discount?,/aj desˈkwento/,,,,shopping,,¿Hay descuento?,,,
Me lo llevo.,I’ll take it.,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,Me lo llevo.,I’ll take it.,/me lo ˈʝeβo/,,,,shopping,,Me lo llevo.,,,
¿Puedo pagar en efectivo?,Can I pay in cash?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Puedo pagar en efectivo?,Can I pay in cash?,/ˈpweðo paˈɣaɾ en efekˈtiβo/,,,,shopping,,¿Puedo pagar en efectivo?,,,
¿Dónde está el probador?,Where is the fitting room?,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,¿Dónde está el probador?,Where is the fitting room?,/ˈðonde esˈta el pɾoβaˈðoɾ/,,,,shopping,,¿Dónde está el probador?,,,
Quiero devolver esto.,I want to return this.,es,clothes_shopping,shopping_phrases_prices,phrase,beginner,KS3,Quiero devolver esto.,I want to return this.,/ˈkjeɾo deβolˈβeɾ ˈesto/,,,,shopping,,Quiero devolver esto.,,,
ropa,clothes,es,clothes_shopping,clothes_accessories,noun,beginner,KS3,La ropa está en oferta.,The clothes are on sale.,/ˈropa/,f,,,,clothes,la,ropa,,
