language,part_of_speech,word,translation,word_type,gender,article,display_word,example_sentence,example_translation,exam_board_code,theme_name,unit_name,tier,is_required,curriculum_level
fr,n (mpl),hôpitaux,hospitals,,,,hôpitaux,Les hôpitaux sont très occupés en hiver.,Hospitals are very busy in winter.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,pron,moi-même,myself,,,,moi-même,Je l'ai fait moi-même.,I did it myself.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,bénéficier,"(to) get, receive, benefit from  | getting, receiving, benefitting from",,,,bénéficier,Tu peux bénéficier de cette offre.,You can benefit from this offer.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,blesser,"(to) hurt, injure | hurting, injuring",,,,blesser,Il ne voulait pas blesser ses sentiments.,He didn't want to hurt his feelings.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,casser; se casser,(to) break | breaking; (to) break a body part | breaking a body part,,,,casser; se casser,Elle s'est cassé la jambe en tombant.,She broke her leg falling.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,causer,(to) cause | causing,,,,causer,Le bruit peut causer du stress.,Noise can cause stress.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,commander; commander à … de,(to) order | ordering; (to) tell someone + verb | telling someone + verb,,,,commander; commander à … de,Je vais commander une pizza ce soir.,I'm going to order a pizza tonight.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,conseiller,"(to) advise, recommend (to someone + verb) | advising, recommending (to someone + verb)",,,,conseiller,Il m'a conseillé de faire du sport.,He advised me to exercise.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,contenir,"(to) contain, include | containing, including",,,,contenir,Ce sac contient beaucoup de livres.,This bag contains many books.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,dépendre de,"(to) depend on , depending on",,,,dépendre de,Le succès dépend de ton effort.,Success depends on your effort.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,empêcher,(to) prevent (someone from + verb) | preventing (someone from + verb),,,,empêcher (… de ),La pluie empêche la fête dehors.,Rain prevents the outdoor party.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,garder,"(to) keep, take care of, look after | keeping, taking care of, looking after",,,,garder,Je vais garder ce secret.,I will keep this secret.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,gérer,"(to) manage, handle, deal with | managing, handling, dealing with",,,,gérer,Elle sait gérer son temps efficacement.,She knows how to manage her time effectively.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,lutter,"(to) fight, struggle | fighting, struggling",,,,lutter,Ils luttent contre la pollution.,They are fighting against pollution.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,mener,(to) lead | leading,,,,mener,Il mène une vie saine.,He leads a healthy life.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,nager,(to) swim | swimming,,,,nager,Je préfère nager à la piscine.,I prefer swimming at the pool.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,nourrir,(to) feed | feeding,,,,nourrir,Elle nourrit son chat tous les matins.,She feeds her cat every morning.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,prévenir,"(to) let know, warn | letting know, warning",,,,prévenir,Il faut prévenir en cas d'urgence.,You must warn in case of emergency.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,refuser,(to) refuse (+ verb) | refusing (+ verb),,,,refuser,Je ne peux pas refuser cette invitation.,I can't refuse this invitation.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,risquer,(to) risk (+ verb) | risking (+ verb),,,,risquer,Il ne faut pas risquer sa santé.,You shouldn't risk your health.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,sauver; se sauver,"(to) rescue, save | rescuing, saving; (to) escape, get away | escaping, getting away",,,,sauver; se sauver,Les pompiers ont sauvé la victime.,The firefighters rescued the victim.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,sentir; se sentir,(to) smell | smelling; (to) feel | feeling,,,,sentir; se sentir,Je sens le parfum de fleurs.,I smell the scent of flowers.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,v,souffrir,(to) suffer | suffering,,,,souffrir,Il souffre de mal de dos.,He suffers from back pain.,AQA,People and lifestyle,Healthy living and lifestyle,higher,1,KS4
fr,adj,africain,African (m),,,,africain,Elle porte un bracelet africain.,She wears an African bracelet.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,arabe,"Arabic, Arab (m, f)",,,,arabe,Il étudie la culture arabe.,He studies Arab culture.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,belge,"Belgian (m, f)",,,,belge,Nous avons visité la ville belge.,We visited a Belgian city.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,catholique,"Catholic (m, f)",,,,catholique,Elle est catholique pratiquante.,She is a practicing Catholic.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,chinois,Chinese (m),,,,chinois,J'aime la cuisine chinoise.,I like Chinese cuisine.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,francophone,"French-speaking (m, f)",,,,francophone,Il est un étudiant francophone.,He is a French-speaking student.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,gris,"grey (m,f)",,,,gris,Le ciel est gris aujourd'hui.,The sky is grey today.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,indépendant,independent (m),,,,indépendant,Elle est très indépendante.,She is very independent.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,libéral,liberal (m),,,,libéral,Il a des idées libérales.,He has liberal ideas.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,marocain,Moroccan (m),,,,marocain,Il porte un vêtement marocain.,He wears Moroccan clothing.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,patient,patient (m),,,,patient,Elle est très patiente avec les enfants.,She is very patient with children.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,québécois,from Quebec (m),,,,québécois,Je parle avec un accent québécois.,I speak with a Quebecois accent.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,responsable,"responsible (m, f)",,,,responsable,Il est responsable de son travail.,He is responsible for his work.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,sensible,"sensitive (m, f)",,,,sensible,Elle est très sensible à la musique.,She is very sensitive to music.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,suisse,"Swiss (m, f)",,,,suisse,Ils habitent en Suisse suisse.,They live in Switzerland.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,vif,lively (m),,,,vif,Le chat a un regard vif.,The cat has a lively look.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la blague,joke,,,la,la blague,Il raconte toujours une blague drôle.,He always tells a funny joke.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la émotion,"emotion, feeling",,,la,la émotion,L'émotion était visible sur son visage.,Emotion was visible on his face.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la enfance,childhood,,,la,la enfance,Je me souviens de mon enfance.,I remember my childhood.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la étape,"stage, step",,,la,la étape,C'est une étape importante dans la vie.,It's an important stage in life.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la foi,faith,,,la,la foi,Sa foi est très forte.,Her faith is very strong.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la maman,"mum, mummy",,,la,la maman,Ma maman prépare le dîner.,My mom prepares dinner.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la promesse,promise,,,la,la promesse,Il a fait une promesse sincère.,He made a sincere promise.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la qualité,quality,,,la,la qualité,Ce produit a une bonne qualité.,This product has good quality.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la relation,relationship,,,la,la relation,Ils ont une relation forte.,They have a strong relationship.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (f),la responsabilité,responsibility,,,la,la responsabilité,Prends ta responsabilité sérieusement.,Take your responsibility seriously.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le air,"air, appearance",,,le,le air,Il a un air confiant.,He has a confident air.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le argument,argument,,,le,le argument,Ils ont un argument intéressant.,They have an interesting argument.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le citoyen,citizen,,,le,le citoyen,Chaque citoyen doit voter.,Every citizen must vote.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le conflit,conflict,,,le,le conflit,Le conflit a duré plusieurs heures.,The conflict lasted for hours.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le handicap,disability,,,le,le handicap,Il a un handicap léger mais il travaille.,"He has a mild disability, but he works.",AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le œil,eye,,,le,le œil,Elle a un œil bleu très joli.,She has a very nice blue eye.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le oiseau,bird,,,le,le oiseau,Un oiseau chante dans l'arbre.,A bird is singing in the tree.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le rapport,"relationship, report",,,le,le rapport,Le rapport entre eux est très bon.,Their relationship is very good.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le respect,respect,,,le,le respect,Il montre du respect à ses professeurs.,He shows respect to his teachers.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le sexe,sex,,,le,le sexe,Le sexe ne doit pas être un sujet tabou.,Sex should not be a taboo subject.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le soutien,support,,,le,le soutien,Elle a besoin de soutien moral.,She needs moral support.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,n (m),le type,"type, guy",,,le,le type,Ce type de film est très populaire.,This type of film is very popular.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,pron,moi-même,myself,,,,moi-même,Je l'ai fait moi-même hier.,I did it myself yesterday.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,pron,toi-même,yourself [singular],,,,toi-même,Tu peux le faire toi-même.,You can do it yourself.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,(aux) permis,"allowed, permitted (someone + verb) | (have, has) allowed, permitted (someone + verb)",,,,(aux) permis,Tu as permis de sortir ce soir ?,Are you allowed to go out tonight?,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,critiquer,(to) criticise | criticising,,,,critiquer,Elle aime critiquer les films.,She likes criticizing movies.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,dépendre de,"(to) depend on , depending on",,,,dépendre de,Le succès dépend de ton effort.,Success depends on your effort.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,garder,"(to) keep, take care of, look after | keeping, taking care of, looking after",,,,garder,Je vais garder ce livre pour toi.,I will keep this book for you.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,grandir,"(to) get bigger, get taller, grow | getting bigger, getting taller, growing",,,,grandir,Les enfants grandissent vite.,Children grow up quickly.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,manquer,"(to) fail to catch, be missing, miss | failing to catch, being missing, missing; (to) miss | missing",,,,manquer; manquer à + s/o inversion,Il ne faut pas manquer le bus.,You must not miss the bus.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,mentir,(to) lie | lying,,,,mentir,Il ne faut pas mentir à ses amis.,You should not lie to your friends.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,occuper; s'occuper,"(to) fill, keep busy | filling, keeping busy; take care of  | taking care of",,,,occuper; s'occuper,Je vais m'occuper du chien aujourd'hui.,I will take care of the dog today.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,permettre,"(to) allow (someone + verb), allowing (someone + verb)",,,,permettre,Ma mère ne permet pas sortir tard.,My mother doesn't allow me to go out late.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,présenter,"(to) present, show | presenting, showing; (to) introduce someone to | introducing someone to",,,,présenter; présenter ... à,Je vais présenter mon projet demain.,I will present my project tomorrow.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,prier,(to) pray | praying,,,,prier,Nous prions pour ta santé.,We pray for your health.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,respecter,(to) respect | respecting,,,,respecter,Il faut respecter les autres.,You must respect others.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,sembler,(to) seem | seeming,,,,sembler,Ce film semble intéressant.,This movie seems interesting.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,sentir; se sentir,(to) smell | smelling; (to) feel | feeling,,,,sentir; se sentir,Je me sens bien aujourd'hui.,I feel good today.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,soutenir,(to) support | supporting,,,,soutenir,Ils soutiennent leurs amis.,They support their friends.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,tromper; se tromper,"(to) cheat, deceive | cheating, deceiving; (to) make a mistake | making a mistake",,,,tromper; se tromper,Je me suis trompé dans la réponse.,I made a mistake in the answer.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,v,unir,"(to) unite, join | uniting, joining",,,,unir,Ils veulent unir leurs forces.,They want to unite their strengths.,AQA,People and lifestyle,Identity and relationships,higher,1,KS4
fr,adj,francophone,"French-speaking (m, f)",,,,francophone,Elle est une chanteuse francophone célèbre.,She is a famous French-speaking singer.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,adj,puissant,powerful (m),,,,puissant,Ce moteur est très puissant.,This engine is very powerful.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,adj,unique,"unique (m, f)",,,,unique,Son style est vraiment unique.,His style is truly unique.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la héroïne,hero (f),,,la,la héroïne,Elle est l'héroïne du film.,She is the heroine of the movie.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la image,"picture, image",,,la,la image,L'image est très importante dans l'art.,The image is very important in art.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la marque,"brand, mark",,,la,la marque,Cette marque est très connue.,This brand is very well known.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la ouverture,opening,,,la,la ouverture,L'ouverture du magasin est demain.,The store's opening is tomorrow.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la presse,press,,,la,la presse,La presse parle de cet événement.,The press talks about this event.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la richesse,wealth,,,la,la richesse,La richesse ne garantit pas le bonheur.,Wealth does not guarantee happiness.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la série,series,,,la,la série,J'adore cette série télévisée.,I love this TV series.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la tournée,"tour, round",,,la,la tournée,Le groupe part en tournée demain.,The band goes on tour tomorrow.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la victime,victim,,,la,la victime,La victime a été aidée rapidement.,The victim was helped quickly.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (f),la voix,voice,,,la,la voix,Sa voix est très belle.,Her voice is very beautiful.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (m),le héros,hero (m),,,le,le héros,Il est le héros de l'histoire.,He is the hero of the story.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (m),le public,"public, audience",,,le,le public,Le public a applaudi après le spectacle.,The audience applauded after the show.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (m),le rôle,role,,,le,le rôle,Il joue un rôle principal dans le film.,He plays a main role in the movie.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,n (m),le scandale,"scandal, uproar",,,le,le scandale,Ce scandale a beaucoup fait parler.,This scandal caused a lot of talk.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,v,annoncer,"(to) announce, make public | announcing, making public",,,,annoncer,Ils vont annoncer la nouvelle demain.,They will announce the news tomorrow.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,v,diriger; se diriger,"(to) direct, guide | directing, guiding; (to) make one's way | making one's way",,,,diriger; se diriger,Il va se diriger vers la sortie.,He is heading towards the exit.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,v,inspirer; s'inspirer,(to) inspire | inspiring; (to) be inspired by  | being inspired by,,,,inspirer; s'inspirer,Elle s'inspire de ses modèles.,She is inspired by her idols.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,v,présenter,"(to) present, show | presenting, showing; (to) introduce someone to | introducing someone to",,,,présenter; présenter ... à,Je vais présenter mon projet demain.,I will present my project tomorrow.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,v,reconnaître,(to) recognise | recognising,,,,reconnaître,Je peux reconnaître sa voix.,I can recognize her voice.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,v,respecter,(to) respect | respecting,,,,respecter,Il faut respecter les autres.,You must respect others.,AQA,Popular culture,Celebrity culture,higher,1,KS4
fr,adj,belge,"Belgian (m, f)",,,,belge,Il adore la bière belge pendant la fête.,He loves Belgian beer during the festival.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,adj,catholique,"Catholic (m, f)",,,,catholique,Elle est catholique et va à l'église dimanche.,She is Catholic and goes to church on Sunday.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,adj,francophone,"French-speaking (m, f)",,,,francophone,Nous rencontrons des amis francophones chaque année.,We meet French-speaking friends every year.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,adj,joyeux,"merry, joyful, happy (m)",,,,joyeux,Ils ont organisé une fête joyeuse hier soir.,They organized a joyful party last night.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,adj,vif,lively (m),,,,vif,Le carnaval est très vif et coloré.,The carnival is very lively and colorful.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,n (f),la diversité,diversity,,,la,la diversité,La diversité culturelle enrichit notre société.,Cultural diversity enriches our society.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,n (f),la foi,faith,,,la,la foi,Sa foi lui donne de la force chaque jour.,Her faith gives her strength every day.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,n (f),la humanité,humanity,,,la,la humanité,Il parle de l'importance de l'humanité.,He talks about the importance of humanity.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,n (f),la joie,joy,,,la,la joie,La joie de célébrer est partout autour de nous.,The joy of celebration is all around us.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,n (m),le bonheur,happiness,,,le,le bonheur,Ils cherchent le bonheur dans leur vie quotidienne.,They seek happiness in their daily lives.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,n (m),le dieu,god,,,le,le dieu,Les anciens croyaient en un dieu unique.,Ancients believed in a single god.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,n (m),le plat,dish,,,le,le plat,Ce plat est très populaire en France.,This dish is very popular in France.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,n (m),le roi,king,,,le,le roi,Le roi a visité la ville hier.,The king visited the city yesterday.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,v,assister,(to) assist | assisting; (to) attend  | attending,,,,assister; assister à,Nous allons assister au concert demain.,We will attend the concert tomorrow.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,v,brûler,"(to) burn, be on fire | burning, being on fire",,,,brûler,La bougie commence à brûler doucement.,The candle is starting to burn gently.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,v,féliciter,(to) congratulate | congratulating,,,,féliciter,Je vais féliciter mon ami pour sa réussite.,I will congratulate my friend on his success.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,v,lancer,"(to) throw, launch | throwing, launching",,,,lancer,Ils vont lancer la nouvelle campagne marketing.,They are going to launch the new marketing campaign.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,v,prier,(to) pray | praying,,,,prier,Elle aime prier chaque matin.,She likes to pray every morning.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,v,profiter,"(to) make the most of , enjoy  | making the most of , enjoying",,,,profiter,Nous devons profiter de cette opportunité.,We must make the most of this opportunity.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,v,unir,"(to) unite, join | uniting, joining",,,,unir,Ils veulent unir leurs forces pour réussir.,They want to unite their efforts to succeed.,AQA,Popular culture,"Customs, festivals and celebrations",higher,1,KS4
fr,adj,complète,"full, complete (f)",,,,complète,La salle est complètement complète.,The room is completely full.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la addition,bill,,,la,la addition,"L'addition est sur la table, s'il vous plaît.","The bill is on the table, please.",AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la concurrence,competition,,,la,la concurrence,La concurrence entre les entreprises est forte.,Competition between companies is fierce.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la formation,training,,,la,la formation,Elle suit une formation en informatique.,She is taking training in IT.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la météo,weather forecast,,,la,la météo,La météo annonce du soleil demain.,The weather forecast predicts sun tomorrow.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la ouverture,opening,,,la,la ouverture,L'ouverture du nouveau magasin est demain.,The opening of the new store is tomorrow.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la passion,passion,,,la,la passion,Sa passion pour la peinture est évidente.,Her passion for painting is obvious.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la rivière,river,,,la,la rivière,Ils ont nagé dans la rivière dimanche.,They swam in the river on Sunday.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la scène,"stage, scene",,,la,la scène,Elle joue sur la scène principale ce soir.,She is performing on the main stage tonight.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la série,series,,,la,la série,J'adore regarder cette série télévisée.,I love watching this TV series.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (f),la vitesse,speed,,,la,la vitesse,La vitesse du train est très rapide.,The train's speed is very fast.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le achat,purchase,,,le,le achat,Son dernier achat est une nouvelle voiture.,His latest purchase is a new car.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le art,art,,,le,le art,Il étudie le art à l'université.,He studies art at university.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le chapeau,hat,,,le,le chapeau,Il porte un chapeau élégant aujourd'hui.,He is wearing a stylish hat today.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le chapitre,chapter,,,le,le chapitre,Le chapitre 3 est très intéressant.,Chapter 3 is very interesting.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le consommateur,"consumer, customer",,,le,le consommateur,Le consommateur est roi dans cette économie.,The consumer is king in this economy.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le couteau,knife,,,le,le couteau,J'ai besoin d'un couteau pour couper.,I need a knife to cut.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le effet,effect,,,le,le effet,Ce film a un effet surprenant.,This film has a surprising effect.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le genre,"type, kind, sort",,,le,le genre,Je préfère le genre de la science-fiction.,I prefer the science fiction genre.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le impôt,tax,,,le,le impôt,Les impôts augmentent cette année.,Taxes are increasing this year.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le plat,dish,,,le,le plat,Ce plat est très populaire en France.,This dish is very popular in France.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le poulet,chicken,,,le,le poulet,Je vais cuisiner du poulet ce soir.,I will cook chicken tonight.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le public,"public, audience",,,le,le public,Le public a applaudi longtemps.,The audience clapped for a long time.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le risque,risk,,,le,le risque,Il y a un grand risque d'échec.,There is a high risk of failure.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le rôle,role,,,le,le rôle,Son rôle dans la pièce est important.,Her role in the play is important.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le rythme,"rhythm, rate",,,le,le rythme,La chanson a un rythme entraînant.,The song has a catchy rhythm.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le terrain,"ground, terrain",,,le,le terrain,Ils ont construit sur le terrain vacant.,They built on the vacant land.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le ticket,ticket,,,le,le ticket,J'ai acheté un ticket pour le concert.,I bought a ticket for the concert.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,n (m),le verre,glass,,,le,le verre,Il a cassé un verre hier soir.,He broke a glass last night.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,v,blesser,"(to) hurt, injure | hurting, injuring",,,,blesser,Il ne voulait pas blesser son ami.,He didn't want to hurt his friend.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,v,commander,(to) order,,,,commander; commander à … de,Je vais commander une pizza ce soir.,I'm going to order a pizza tonight.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,v,dessiner,(to) draw | drawing,,,,dessiner,Elle aime dessiner des paysages.,She likes drawing landscapes.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,v,diriger; se diriger,"(to) direct, guide | directing, guiding; (to) make one's way | making one's way",,,,diriger; se diriger,Nous devons diriger le projet ensemble.,We need to lead the project together.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,v,mener,(to) lead | leading,,,,mener,Il veut mener l'équipe demain.,He wants to lead the team tomorrow.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,v,nager,(to) swim | swimming,,,,nager,Ils aiment nager à la plage.,They like swimming at the beach.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,v,pratiquer,"(to) do, play, practise (a language)|doing, playing, practising (a language)",,,,pratiquer,Je pratique le français tous les jours.,I practice French every day.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,v,profiter,"(to) make the most of , enjoy  | making the most of , enjoying",,,,profiter,Nous profitons du soleil cet après-midi.,We are enjoying the sun this afternoon.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,v,risquer,(to) risk (+ verb) | risking (+ verb),,,,risquer,Il ne faut pas risquer sa santé.,You must not risk your health.,AQA,Popular culture,Free time activities,higher,1,KS4
fr,adj,ancien,"former, ancient (m)",,,,ancien,C'est un bâtiment ancien.,It's an old building.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
