language,frequency_rank,translation,word,part_of_speech,gender,curriculum_level,exam_board_code,Theme,unit_name,tier,,
de,323.0,"(you (sing informal)) eat | (you (sing informal)) are eating | (you (sing informal)) have eaten | (he, she, it, one) eats | (he, she, it, one) is eating | (he, she, it, one) has eaten",isst,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,323.0,"(I, she, he, it) ate",aß,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,338.0,(you (sing informal)) help | (you (sing informal)) are helping | (you (sing informal)) have helped,hilfst,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,338.0,"(he, she, it, one) helps | (he, she, it, one) is helping | (he, she, it, one) has helped",hilft,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,338.0,"(I, she, he, it) helped",half,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,558.0,pressure,der Druck,n,(m),KS4,edexcel,,Mental wellbeing,higher,,
de,618.0,"(to) worry, care (about) | worrying, caring (about)",sich sorgen (um),v,,KS4,edexcel,,Mental wellbeing,higher,,
de,679.0,(you (sing informal)) sleep | (you (sing informal)) are sleeping | (you (sing informal)) have slept,schläfst,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,679.0,"(he, she, it, one) sleeps | (he, she, it, one) is sleeping | (he, she, it, one) has slept",schläft,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,Mental wellbeing,higher,,
de,776.0,"security, safety",die Sicherheit,n,(f),KS4,edexcel,,Mental wellbeing,higher,,
de,888.0,worry,die Sorge,n,(f),KS4,edexcel,,Mental wellbeing,higher,,
de,942.0,(to) suffer | suffering,leiden,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,942.0,"suffered | (have, has) suffered",(aux) ... gelitten,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,1141.0,support,die Unterstützung,n,(f),KS4,edexcel,,Mental wellbeing,higher,,
de,1155.0,sign,Zeichen (nt),n,(nt),KS4,edexcel,,Mental wellbeing,higher,,
de,1254.0,"(to) decrease, reduce | decreasing, reducing",abnehmen,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,1259.0,(to) draw | drawing,zeichnen,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,1420.0,(to) fear; be afraid of | fearing; being afraid of,fürchten; sich fürchten vor,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,1466.0,surroundings,die Umgebung,n,(f),KS4,edexcel,,Mental wellbeing,higher,,
de,1587.0,(to) avoid | avoiding,vermeiden,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,1669.0,"countryside, scenery, landscape",die Landschaft,n,(f),KS4,edexcel,,Mental wellbeing,higher,,
de,1696.0,peace,der Frieden,n,(m),KS4,edexcel,,Mental wellbeing,higher,,
de,1728.0,"mood, atmosphere",die Stimmung,n,(f),KS4,edexcel,,Mental wellbeing,higher,,
de,1767.0,(to) cause | causing,verursachen,v,,KS4,edexcel,,Mental wellbeing,higher,,
de,1870.0,treatment,die Behandlung,n,(f),KS4,edexcel,,Mental wellbeing,higher,,
de,1877.0,"mental, psychological",geistig,adj,,KS4,edexcel,,Mental wellbeing,higher,,
de,,bullying,Mobbing (nt),n,(nt),KS4,edexcel,,Mental wellbeing,higher,,
de,259.0,(you (sing informal)) meet | (you (sing informal)) are meeting | (you (sing informal)) have met,triffst,v,,KS4,edexcel,,Food and drink,higher,,
de,259.0,"(he, she, it, one) meets | (he, she, it, one) is meeting | (he, she, it, one) has met",trifft,v,,KS4,edexcel,,Food and drink,higher,,
de,323.0,"(you (sing informal)) eat | (you (sing informal)) are eating | (you (sing informal)) have eaten | (he, she, it, one) eats | (he, she, it, one) is eating | (he, she, it, one) has eaten",isst,v,,KS4,edexcel,,Food and drink,higher,,
de,323.0,"(I, she, he, it) ate",aß,v,,KS4,edexcel,,Food and drink,higher,,
de,350.0,"(I, she, he, it) closed, shut",schloss,v,,KS4,edexcel,,Food and drink,higher,,
de,562.0,(to) contain | containing,enthalten,v,,KS4,edexcel,,Food and drink,higher,,
de,634.0,"(I, she, he, it) drank",trank,v,,KS4,edexcel,,Food and drink,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,Food and drink,higher,,
de,1151.0,"social, socially",gesellschaftlich,adj,,KS4,edexcel,,Food and drink,higher,,
de,1203.0,edge,der Rand,n,(m),KS4,edexcel,,Food and drink,higher,,
de,1279.0,(to) invite | inviting,einladen,v,,KS4,edexcel,,Food and drink,higher,,
de,1279.0,"invited | (have, has) invited",(aux) ... eingeladen,v,,KS4,edexcel,,Food and drink,higher,,
de,1293.0,"dish, course",Gericht (nt),n,(nt),KS4,edexcel,,Food and drink,higher,,
de,1365.0,(to) smell | smelling,riechen,v,,KS4,edexcel,,Food and drink,higher,,
de,1587.0,(to) avoid | avoiding,vermeiden,v,,KS4,edexcel,,Food and drink,higher,,
de,1748.0,"(to) spend (money), give out | spending (money), giving out",ausgeben,v,,KS4,edexcel,,Food and drink,higher,,
de,2143.0,(to) taste | tasting,schmecken,v,,KS4,edexcel,,Food and drink,higher,,
de,2276.0,milk,die Milch,n,(f),KS4,edexcel,,Food and drink,higher,,
de,2441.0,sour,sauer,adj,,KS4,edexcel,,Food and drink,higher,,
de,2692.0,knife,Messer (nt),n,(nt),KS4,edexcel,,Food and drink,higher,,
de,2796.0,"sweet, sweetly",süß,adj,,KS4,edexcel,,Food and drink,higher,,
de,3187.0,plate,der Teller,n,(m),KS4,edexcel,,Food and drink,higher,,
de,3434.0,meal,die Mahlzeit,n,(f),KS4,edexcel,,Food and drink,higher,,
de,3686.0,drink,Getränk (nt),n,(nt),KS4,edexcel,,Food and drink,higher,,
de,4249.0,(to) complain | complaining,sich beschweren,v,,KS4,edexcel,,Food and drink,higher,,
de,4826.0,"tin, can",die Dose,n,(f),KS4,edexcel,,Food and drink,higher,,
de,,dessert,der Nachtisch,n,(m),KS4,edexcel,,Food and drink,higher,,
de,,fork,die Gabel,n,(f),KS4,edexcel,,Food and drink,higher,,
de,,"piece of bread (with butter), sandwich",Butterbrot (nt),n,(nt),KS4,edexcel,,Food and drink,higher,,
de,,"schnitzel, escalope",Schnitzel (nt),n,(nt),KS4,edexcel,,Food and drink,higher,,
de,,spoon,der Löffel,n,(m),KS4,edexcel,,Food and drink,higher,,
de,,starter,die Vorspeise,n,(f),KS4,edexcel,,Food and drink,higher,,
de,118.0,the highest (pre-noun),der/die/das höchste,adj,,KS4,edexcel,,Sports,higher,,
de,118.0,(the) highest (post-noun),am höchsten,adj/adv,,KS4,edexcel,,Sports,higher,,
de,252.0,(you (sing informal)) run | (you (sing informal)) are running | (you (sing informal)) have run,läufst,v,,KS4,edexcel,,Sports,higher,,
de,252.0,"(he, she, it, one) runs | (he, she, it, one) is running | (he, she, it, one) has run",läuft,v,,KS4,edexcel,,Sports,higher,,
de,271.0,"(you (sing informal)) wear, carry | (you (sing informal)) are wearing, carrying | (you (sing informal)) have worn, carried",trägst,v,,KS4,edexcel,,Sports,higher,,
de,271.0,"(he, she, it, one) wears, carries | (he, she, it, one) is wearing, carrying | (he, she, it, one) has worn, carried",trägt,v,,KS4,edexcel,,Sports,higher,,
de,285.0,(to) manage | managing,schaffen,v,,KS4,edexcel,,Sports,higher,,
de,334.0,"price, prize",der Preis,n,(m),KS4,edexcel,,Sports,higher,,
de,338.0,(you (sing informal)) help | (you (sing informal)) are helping | (you (sing informal)) have helped,hilfst,v,,KS4,edexcel,,Sports,higher,,
de,338.0,"(he, she, it, one) helps | (he, she, it, one) is helping | (he, she, it, one) has helped",hilft,v,,KS4,edexcel,,Sports,higher,,
de,338.0,"(I, she, he, it) helped",half,v,,KS4,edexcel,,Sports,higher,,
de,507.0,"(to) watch, look at | watching, looking at","ansehen, sich ansehen",v,,KS4,edexcel,,Sports,higher,,
de,718.0,(you (sing informal)) throw | (you (sing informal)) are throwing | (you (sing informal)) have thrown,wirfst,v,,KS4,edexcel,,Sports,higher,,
de,718.0,"(he, she, it, one) throws | (he, she, it, one) is throwing | (he, she, it, one) have thrown",wirft,v,,KS4,edexcel,,Sports,higher,,
de,718.0,"(I, she, he, it) threw",warf,v,,KS4,edexcel,,Sports,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,Sports,higher,,
de,839.0,member,Mitglied (nt),n,(nt),KS4,edexcel,,Sports,higher,,
de,867.0,"fight, struggle",der Kampf,n,(m),KS4,edexcel,,Sports,higher,,
de,899.0,"association, club",der Verein,n,(m),KS4,edexcel,,Sports,higher,,
de,949.0,"(to) look at, watch | looking at, watching","anschauen, sich anschauen",v,,KS4,edexcel,,Sports,higher,,
de,1040.0,victory,der Sieg,n,(m),KS4,edexcel,,Sports,higher,,
de,1054.0,"(to) fight, struggle | fighting, struggling",kämpfen,v,,KS4,edexcel,,Sports,higher,,
de,1056.0,(to) promise | promising,versprechen,v,,KS4,edexcel,,Sports,higher,,
de,1096.0,"(to) injure (oneself), hurt | injuring (oneself), hurting",(sich) verletzen,v,,KS4,edexcel,,Sports,higher,,
de,1143.0,(you (sing informal)) break | (you (sing informal)) are breaking | (you (sing informal) have broken,brichst,v,,KS4,edexcel,,Sports,higher,,
de,1143.0,"(he, she, it, one) breaks | (he, she, it, one) is breaking | (he, she, it, one) has broken",bricht,v,,KS4,edexcel,,Sports,higher,,
de,1247.0,"(to) start, found | starting, founding",gründen,v,,KS4,edexcel,,Sports,higher,,
de,1322.0,"skill, ability, capability",die Fähigkeit,n,(f),KS4,edexcel,,Sports,higher,,
de,1373.0,loss,der Verlust,n,(m),KS4,edexcel,,Sports,higher,,
de,1410.0,"viewer, audience member",der Zuschauer,n,(m),KS4,edexcel,,Sports,higher,,
de,1492.0,competition,der Wettbewerb,n,(m),KS4,edexcel,,Sports,higher,,
de,1708.0,competition,die Konkurrenz,n,(f),KS4,edexcel,,Sports,higher,,
de,1714.0,"(to) take part in, participate in | taking part in, participating in",teilnehmen an,v,,KS4,edexcel,,Sports,higher,,
de,1728.0,"mood, atmosphere",die Stimmung,n,(f),KS4,edexcel,,Sports,higher,,
de,1748.0,"(to) spend (money), give out | spending (money), giving out",ausgeben,v,,KS4,edexcel,,Sports,higher,,
de,1791.0,"physical, physically",körperlich,adj,,KS4,edexcel,,Sports,higher,,
de,1853.0,(to) perform | performing,aufführen,v,,KS4,edexcel,,Sports,higher,,
de,1870.0,treatment,die Behandlung,n,(f),KS4,edexcel,,Sports,higher,,
de,1893.0,"(to) train, educate | training, educating",ausbilden,v,,KS4,edexcel,,Sports,higher,,
de,1921.0,event,die Veranstaltung,n,(f),KS4,edexcel,,Sports,higher,,
de,2089.0,"festival, holiday, fair, party",Fest (nt),n,(nt),KS4,edexcel,,Sports,higher,,
de,2382.0,role model,Vorbild (nt),n,(nt),KS4,edexcel,,Sports,higher,,
de,3188.0,(to) teach | teaching,unterrichten,v,,KS4,edexcel,,Sports,higher,,
de,,tiring,ermüdend,adj,,KS4,edexcel,,Sports,higher,,
de,118.0,the highest (pre-noun),der/die/das höchste,adj,,KS4,edexcel,,Places in town,higher,,
de,118.0,(the) highest (post-noun),am höchsten,adj/adv,,KS4,edexcel,,Places in town,higher,,
de,259.0,(you (sing informal)) meet | (you (sing informal)) are meeting | (you (sing informal)) have met,triffst,v,,KS4,edexcel,,Places in town,higher,,
de,259.0,"(he, she, it, one) meets | (he, she, it, one) is meeting | (he, she, it, one) has met",trifft,v,,KS4,edexcel,,Places in town,higher,,
de,323.0,"(you (sing informal)) eat | (you (sing informal)) are eating | (you (sing informal)) have eaten | (he, she, it, one) eats | (he, she, it, one) is eating | (he, she, it, one) has eaten",isst,v,,KS4,edexcel,,Places in town,higher,,
de,323.0,"(I, she, he, it) ate",aß,v,,KS4,edexcel,,Places in town,higher,,
de,339.0,area,der Bereich,n,(m),KS4,edexcel,,Places in town,higher,,
de,350.0,"(I, she, he, it) closed, shut",schloss,v,,KS4,edexcel,,Places in town,higher,,
de,667.0,(to) build | building,bauen,v,,KS4,edexcel,,Places in town,higher,,
de,828.0,wall,die Wand,n,(f),KS4,edexcel,,Places in town,higher,,
de,949.0,"(to) look at, watch | looking at, watching","anschauen, sich anschauen",v,,KS4,edexcel,,Places in town,higher,,
de,1203.0,edge,der Rand,n,(m),KS4,edexcel,,Places in town,higher,,
de,1247.0,"(to) start, found | starting, founding",gründen,v,,KS4,edexcel,,Places in town,higher,,
de,1289.0,"circle, district",der Kreis,n,(m),KS4,edexcel,,Places in town,higher,,
de,1305.0,"homeland, home country",die Heimat,n,(f),KS4,edexcel,,Places in town,higher,,
de,1386.0,building,Gebäude (nt),n,(nt),KS4,edexcel,,Places in town,higher,,
de,1466.0,surroundings,die Umgebung,n,(f),KS4,edexcel,,Places in town,higher,,
de,1573.0,"far, distant",fern,adj,,KS4,edexcel,,Places in town,higher,,
de,1575.0,(to) hide | hiding,(sich) verstecken,v,,KS4,edexcel,,Places in town,higher,,
de,1597.0,exhibition,die Ausstellung,n,(f),KS4,edexcel,,Places in town,higher,,
de,1621.0,"away, distant",entfernt,adv,,KS4,edexcel,,Places in town,higher,,
de,1628.0,(to) destroy | destroying,zerstören,v,,KS4,edexcel,,Places in town,higher,,
de,1694.0,capital city,die Hauptstadt,n,(f),KS4,edexcel,,Places in town,higher,,
de,1808.0,narrow,schmal,adj,,KS4,edexcel,,Places in town,higher,,
de,1812.0,roof,Dach (nt),n,(nt),KS4,edexcel,,Places in town,higher,,
de,2311.0,"inhabitant, resident",der Einwohner,n,(m),KS4,edexcel,,Places in town,higher,,
de,4535.0,"(to) spend the night, stay | spending the night, staying",übernachten,v,,KS4,edexcel,,Places in town,higher,,
de,,bakery,die Bäckerei,n,(f),KS4,edexcel,,Places in town,higher,,
de,118.0,the highest (pre-noun),der/die/das höchste,adj,,KS4,edexcel,,Shopping,higher,,
de,118.0,(the) highest (post-noun),am höchsten,adj/adv,,KS4,edexcel,,Shopping,higher,,
de,259.0,(you (sing informal)) meet | (you (sing informal)) are meeting | (you (sing informal)) have met,triffst,v,,KS4,edexcel,,Shopping,higher,,
de,259.0,"(he, she, it, one) meets | (he, she, it, one) is meeting | (he, she, it, one) has met",trifft,v,,KS4,edexcel,,Shopping,higher,,
de,334.0,"price, prize",der Preis,n,(m),KS4,edexcel,,Shopping,higher,,
de,350.0,"(I, she, he, it) closed, shut",schloss,v,,KS4,edexcel,,Shopping,higher,,
de,422.0,product,Produkt (nt),n,(nt),KS4,edexcel,,Shopping,higher,,
de,519.0,customer,der Kunde,n,(m),KS4,edexcel,,Shopping,higher,,
de,519.0,customer,die Kundin,n,(f),KS4,edexcel,,Shopping,higher,,
de,691.0,medicine,(Arznei)mittel (nt),n,(nt),KS4,edexcel,,Shopping,higher,,
de,758.0,"material, fabric",der Stoff,n,(m),KS4,edexcel,,Shopping,higher,,
de,949.0,"(to) look at, watch | looking at, watching","anschauen, sich anschauen",v,,KS4,edexcel,,Shopping,higher,,
de,1270.0,"sheet, leaf",Blatt,n,(nt),KS4,edexcel,,Shopping,higher,,
de,1618.0,(to) give (as a present) | giving (as a present),schenken,v,,KS4,edexcel,,Shopping,higher,,
de,1748.0,"(to) spend (money), give out | spending (money), giving out",ausgeben,v,,KS4,edexcel,,Shopping,higher,,
de,2192.0,brand,die Marke,n,(f),KS4,edexcel,,Shopping,higher,,
de,2276.0,milk,die Milch,n,(f),KS4,edexcel,,Shopping,higher,,
de,2422.0,style,der Stil,n,(m),KS4,edexcel,,Shopping,higher,,
de,2988.0,"loose (clothing), relaxed",locker,adj,,KS4,edexcel,,Shopping,higher,,
de,3187.0,plate,der Teller,n,(m),KS4,edexcel,,Shopping,higher,,
de,3686.0,drink,Getränk (nt),n,(nt),KS4,edexcel,,Shopping,higher,,
de,4249.0,(to) complain | complaining,sich beschweren,v,,KS4,edexcel,,Shopping,higher,,
de,4272.0,cash,Bargeld (nt),n,(nt),KS4,edexcel,,Shopping,higher,,
de,4826.0,"tin, can",die Dose,n,(f),KS4,edexcel,,Shopping,higher,,
de,,bag,die Tüte,n,(f),KS4,edexcel,,Shopping,higher,,
de,,bakery,die Bäckerei,n,(f),KS4,edexcel,,Shopping,higher,,
de,,change,Kleingeld (nt),n,(nt),KS4,edexcel,,Shopping,higher,,
de,,credit card,die Kreditkarte,n,(f),KS4,edexcel,,Shopping,higher,,
de,,dessert,der Nachtisch,n,(m),KS4,edexcel,,Shopping,higher,,
de,,earbuds,Ohrhörer (pl),n (pl),,KS4,edexcel,,Shopping,higher,,
de,,tiring,ermüdend,adj,,KS4,edexcel,,Shopping,higher,,
de,113.0,"(I, she, he, it) remained, stayed",blieb,v,,KS4,edexcel,,The natural world,higher,,
de,118.0,the highest (pre-noun),der/die/das höchste,adj,,KS4,edexcel,,The natural world,higher,,
de,118.0,(the) highest (post-noun),am höchsten,adj/adv,,KS4,edexcel,,The natural world,higher,,
de,254.0,"different, diverse",verschieden,adj,,KS4,edexcel,,The natural world,higher,,
de,290.0,"value, worth",der Wert,n,(m),KS4,edexcel,,The natural world,higher,,
de,290.0,worth,wert,adj,,KS4,edexcel,,The natural world,higher,,
de,306.0,"look, view, glance",der Blick,n,(m),KS4,edexcel,,The natural world,higher,,
de,321.0,"(I, she, he, it) increased, climbed",stieg,v,,KS4,edexcel,,The natural world,higher,,
de,339.0,area,der Bereich,n,(m),KS4,edexcel,,The natural world,higher,,
de,410.0,refugee,der Flüchtling,n,(m),KS4,edexcel,,The natural world,higher,,
de,536.0,"floor, ground",der Boden,n,(m),KS4,edexcel,,The natural world,higher,,
de,736.0,"state, condition",der Zustand,n,(m),KS4,edexcel,,The natural world,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,The natural world,higher,,
de,867.0,"fight, struggle",der Kampf,n,(m),KS4,edexcel,,The natural world,higher,,
de,887.0,(the) coldest,der / die / das kälteste,adj,,KS4,edexcel,,The natural world,higher,,
de,888.0,worry,die Sorge,n,(f),KS4,edexcel,,The natural world,higher,,
de,925.0,(to) threaten | threatening,drohen,v,,KS4,edexcel,,The natural world,higher,,
de,977.0,risk,Risiko (nt),n,(nt),KS4,edexcel,,The natural world,higher,,
de,977.0,risks,Risiken (pl),n (pl),,KS4,edexcel,,The natural world,higher,,
de,1103.0,responsibility,die Verantwortung,n,(f),KS4,edexcel,,The natural world,higher,,
de,1155.0,sign,Zeichen (nt),n,(nt),KS4,edexcel,,The natural world,higher,,
de,1203.0,edge,der Rand,n,(m),KS4,edexcel,,The natural world,higher,,
de,1270.0,"sheet, leaf",Blatt,n,(nt),KS4,edexcel,,The natural world,higher,,
de,1305.0,"homeland, home country",die Heimat,n,(f),KS4,edexcel,,The natural world,higher,,
de,1331.0,cause,die Ursache,n,(f),KS4,edexcel,,The natural world,higher,,
de,1337.0,(to) warn | warning,warnen,v,,KS4,edexcel,,The natural world,higher,,
de,1347.0,scene,die Szene,n,(f),KS4,edexcel,,The natural world,higher,,
de,1365.0,(to) smell | smelling,riechen,v,,KS4,edexcel,,The natural world,higher,,
de,1373.0,loss,der Verlust,n,(m),KS4,edexcel,,The natural world,higher,,
de,1420.0,(to) fear; be afraid of | fearing; being afraid of,fürchten; sich fürchten vor,v,,KS4,edexcel,,The natural world,higher,,
de,1437.0,expert,der Experte,n,(m),KS4,edexcel,,The natural world,higher,,
de,1437.0,expert,die Expertin,n,(f),KS4,edexcel,,The natural world,higher,,
de,1451.0,damage,der Schaden,n,(m),KS4,edexcel,,The natural world,higher,,
de,1466.0,surroundings,die Umgebung,n,(f),KS4,edexcel,,The natural world,higher,,
de,1476.0,crisis,die Krise,n,(f),KS4,edexcel,,The natural world,higher,,
de,1498.0,(to) survive | surviving,überleben,v,,KS4,edexcel,,The natural world,higher,,
de,1536.0,knowledge,die Kenntnis,n,(f),KS4,edexcel,,The natural world,higher,,
de,1575.0,(to) hide | hiding,(sich) verstecken,v,,KS4,edexcel,,The natural world,higher,,
de,1628.0,(to) destroy | destroying,zerstören,v,,KS4,edexcel,,The natural world,higher,,
de,1641.0,"careful, carefully",vorsichtig,adj,,KS4,edexcel,,The natural world,higher,,
de,1669.0,"countryside, scenery, landscape",die Landschaft,n,(f),KS4,edexcel,,The natural world,higher,,
de,1677.0,star,der Stern,n,(m),KS4,edexcel,,The natural world,higher,,
de,1767.0,(to) cause | causing,verursachen,v,,KS4,edexcel,,The natural world,higher,,
de,1842.0,to care (for) | caring (for),pflegen,v,,KS4,edexcel,,The natural world,higher,,
de,2463.0,flower,die Blume,n,(f),KS4,edexcel,,The natural world,higher,,
de,3146.0,climate,Klima (nt),n,(nt),KS4,edexcel,,The natural world,higher,,
de,4575.0,climate change,der Klimawandel,n,(m),KS4,edexcel,,The natural world,higher,,
de,,pollution,die Verschmutzung,n,(f),KS4,edexcel,,The natural world,higher,,
de,256.0,"task, assignment, exercise",die Aufgabe,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,285.0,(to) manage | managing,schaffen,v,,KS4,edexcel,,Environmental issues,higher,,
de,290.0,"value, worth",der Wert,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,290.0,worth,wert,adj,,KS4,edexcel,,Environmental issues,higher,,
de,321.0,"(I, she, he, it) increased, climbed",stieg,v,,KS4,edexcel,,Environmental issues,higher,,
de,338.0,(you (sing informal)) help | (you (sing informal)) are helping | (you (sing informal)) have helped,hilfst,v,,KS4,edexcel,,Environmental issues,higher,,
de,338.0,"(he, she, it, one) helps | (he, she, it, one) is helping | (he, she, it, one) has helped",hilft,v,,KS4,edexcel,,Environmental issues,higher,,
de,338.0,"(I, she, he, it) helped",half,v,,KS4,edexcel,,Environmental issues,higher,,
de,339.0,area,der Bereich,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,350.0,"(I, she, he, it) closed, shut",schloss,v,,KS4,edexcel,,Environmental issues,higher,,
de,377.0,(to) develop | developing,entwickeln,v,,KS4,edexcel,,Environmental issues,higher,,
de,536.0,"floor, ground",der Boden,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,562.0,(to) contain | containing,enthalten,v,,KS4,edexcel,,Environmental issues,higher,,
de,618.0,"(to) worry, care (about) | worrying, caring (about)",sich sorgen (um),v,,KS4,edexcel,,Environmental issues,higher,,
de,667.0,(to) build | building,bauen,v,,KS4,edexcel,,Environmental issues,higher,,
de,718.0,(you (sing informal)) throw | (you (sing informal)) are throwing | (you (sing informal)) have thrown,wirfst,v,,KS4,edexcel,,Environmental issues,higher,,
de,718.0,"(he, she, it, one) throws | (he, she, it, one) is throwing | (he, she, it, one) have thrown",wirft,v,,KS4,edexcel,,Environmental issues,higher,,
de,718.0,"(I, she, he, it) threw",warf,v,,KS4,edexcel,,Environmental issues,higher,,
de,736.0,"state, condition",der Zustand,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,759.0,speech,die Rede,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,760.0,(to) support | supporting,unterstützen,v,,KS4,edexcel,,Environmental issues,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,Environmental issues,higher,,
de,776.0,"security, safety",die Sicherheit,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,799.0,choice,die Wahl,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,824.0,(to) fly | flying,fliegen,v,,KS4,edexcel,,Environmental issues,higher,,
de,824.0,"(I, she, he, it) flew",flog,v,,KS4,edexcel,,Environmental issues,higher,,
de,839.0,member,Mitglied (nt),n,(nt),KS4,edexcel,,Environmental issues,higher,,
de,843.0,worldwide,weltweit,adj/adv,,KS4,edexcel,,Environmental issues,higher,,
de,867.0,"fight, struggle",der Kampf,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,887.0,(the) coldest,der / die / das kälteste,adj,,KS4,edexcel,,Environmental issues,higher,,
de,888.0,worry,die Sorge,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,925.0,(to) threaten | threatening,drohen,v,,KS4,edexcel,,Environmental issues,higher,,
de,936.0,(to) separate | separating,trennen,v,,KS4,edexcel,,Environmental issues,higher,,
de,977.0,risk,Risiko (nt),n,(nt),KS4,edexcel,,Environmental issues,higher,,
de,977.0,risks,Risiken (pl),n (pl),,KS4,edexcel,,Environmental issues,higher,,
de,1000.0,(to) produce | producing,produzieren,v,,KS4,edexcel,,Environmental issues,higher,,
de,1042.0,"responsible, responsibly",verantwortlich,adj,,KS4,edexcel,,Environmental issues,higher,,
de,1054.0,"(to) fight, struggle | fighting, struggling",kämpfen,v,,KS4,edexcel,,Environmental issues,higher,,
de,1092.0,contribution,der Beitrag,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,1103.0,responsibility,die Verantwortung,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1141.0,support,die Unterstützung,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1155.0,sign,Zeichen (nt),n,(nt),KS4,edexcel,,Environmental issues,higher,,
de,1247.0,"(to) start, found | starting, founding",gründen,v,,KS4,edexcel,,Environmental issues,higher,,
de,1322.0,"skill, ability, capability",die Fähigkeit,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1331.0,cause,die Ursache,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1337.0,(to) warn | warning,warnen,v,,KS4,edexcel,,Environmental issues,higher,,
de,1365.0,(to) smell | smelling,riechen,v,,KS4,edexcel,,Environmental issues,higher,,
de,1373.0,loss,der Verlust,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,1408.0,"(to) test, examine, check | testing, examining, checking",prüfen,v,,KS4,edexcel,,Environmental issues,higher,,
de,1420.0,(to) fear; be afraid of | fearing; being afraid of,fürchten; sich fürchten vor,v,,KS4,edexcel,,Environmental issues,higher,,
de,1437.0,expert,der Experte,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,1437.0,expert,die Expertin,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1451.0,damage,der Schaden,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,1466.0,surroundings,die Umgebung,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1476.0,crisis,die Krise,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1498.0,(to) survive | surviving,überleben,v,,KS4,edexcel,,Environmental issues,higher,,
de,1536.0,knowledge,die Kenntnis,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1546.0,"(to) check, control | checking, controlling",kontrollieren,v,,KS4,edexcel,,Environmental issues,higher,,
de,1575.0,(to) hide | hiding,(sich) verstecken,v,,KS4,edexcel,,Environmental issues,higher,,
de,1587.0,(to) avoid | avoiding,vermeiden,v,,KS4,edexcel,,Environmental issues,higher,,
de,1604.0,purpose,der Zweck,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,1628.0,(to) destroy | destroying,zerstören,v,,KS4,edexcel,,Environmental issues,higher,,
de,1641.0,"careful, carefully",vorsichtig,adj,,KS4,edexcel,,Environmental issues,higher,,
de,1669.0,"countryside, scenery, landscape",die Landschaft,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1677.0,star,der Stern,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,1721.0,vehicle,Fahrzeug (nt),n,(nt),KS4,edexcel,,Environmental issues,higher,,
de,1767.0,(to) cause | causing,verursachen,v,,KS4,edexcel,,Environmental issues,higher,,
de,1775.0,initiative,die Initiative,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,1842.0,to care (for) | caring (for),pflegen,v,,KS4,edexcel,,Environmental issues,higher,,
de,2131.0,traffic,der Verkehr,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,2181.0,"sustainable, sustainably",nachhaltig,adj,,KS4,edexcel,,Environmental issues,higher,,
de,2311.0,"inhabitant, resident",der Einwohner,n,(m),KS4,edexcel,,Environmental issues,higher,,
